code,meaning,candidate_origins,suggested_atom_ids,suggested_atom_names,suggestion_scores
T22.40XS,"Corrosion of unspecified degree of shoulder and upper limb, except wrist and hand, unspecified site, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.491D,"Corrosion of unspecified degree of multiple sites of right shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.491S,"Corrosion of unspecified degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.492A,"Corrosion of unspecified degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.492D,"Corrosion of unspecified degree of multiple sites of left shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.492S,"Corrosion of unspecified degree of multiple sites of left shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.499D,"Corrosion of unspecified degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.499S,"Corrosion of unspecified degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.50XA,"Corrosion of first degree of shoulder and upper limb, except wrist and hand unspecified site, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.50XD,"Corrosion of first degree of shoulder and upper limb, except wrist and hand unspecified site, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.50XS,"Corrosion of first degree of shoulder and upper limb, except wrist and hand unspecified site, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.591A,"Corrosion of first degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.591D,"Corrosion of first degree of multiple sites of right shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.591S,"Corrosion of first degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.592A,"Corrosion of first degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.592D,"Corrosion of first degree of multiple sites of left shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.592S,"Corrosion of first degree of multiple sites of left shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.599A,"Corrosion of first degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.599D,"Corrosion of first degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.599S,"Corrosion of first degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.60XA,"Corrosion of second degree of shoulder and upper limb, except wrist and hand, unspecified site, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.60XD,"Corrosion of second degree of shoulder and upper limb, except wrist and hand, unspecified site, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.60XS,"Corrosion of second degree of shoulder and upper limb, except wrist and hand, unspecified site, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.691A,"Corrosion of second degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.691D,"Corrosion of second degree of multiple sites of right shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.691S,"Corrosion of second degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.692A,"Corrosion of second degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.692D,"Corrosion of second degree of multiple sites of left shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.692S,"Corrosion of second degree of multiple sites of left shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.699A,"Corrosion of second degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.699D,"Corrosion of second degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.699S,"Corrosion of second degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.70XA,"Corrosion of third degree of shoulder and upper limb, except wrist and hand, unspecified site, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.70XD,"Corrosion of third degree of shoulder and upper limb, except wrist and hand, unspecified site, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.70XS,"Corrosion of third degree of shoulder and upper limb, except wrist and hand, unspecified site, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.791A,"Corrosion of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.791D,"Corrosion of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.791S,"Corrosion of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.792A,"Corrosion of third degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.792D,"Corrosion of third degree of multiple sites of left shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.792S,"Corrosion of third degree of multiple sites of left shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.799A,"Corrosion of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.799D,"Corrosion of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.799S,"Corrosion of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T24.009A,"Burn of unspecified degree of unspecified site of unspecified lower limb, except ankle and foot, initial encounter",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.009S,"Burn of unspecified degree of unspecified site of unspecified lower limb, except ankle and foot, sequela",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.091S,"Burn of unspecified degree of multiple sites of right lower limb, except ankle and foot, sequela",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.092A,"Burn of unspecified degree of multiple sites of left lower limb, except ankle and foot, initial encounter",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.092D,"Burn of unspecified degree of multiple sites of left lower limb, except ankle and foot, subsequent encounter",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.092S,"Burn of unspecified degree of multiple sites of left lower limb, except ankle and foot, sequela",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.099A,"Burn of unspecified degree of multiple sites of unspecified lower limb, except ankle and foot, initial encounter",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.099D,"Burn of unspecified degree of multiple sites of unspecified lower limb, except ankle and foot, subsequent encounter",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.099S,"Burn of unspecified degree of multiple sites of unspecified lower limb, except ankle and foot, sequela",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.101D,"Burn of first degree of unspecified site of right lower limb, except ankle and foot, subsequent encounter",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.101S,"Burn of first degree of unspecified site of right lower limb, except ankle and foot, sequela",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.102S,"Burn of first degree of unspecified site of left lower limb, except ankle and foot, sequela",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.109A,"Burn of first degree of unspecified site of unspecified lower limb, except ankle and foot, initial encounter",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.109D,"Burn of first degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
T24.109S,"Burn of first degree of unspecified site of unspecified lower limb, except ankle and foot, sequela",ATOM_PHRASE_MATCH,burning_feet,Burning feet,"burning_feet:3.0(tokens=foot,limb,lower)"
